..\dataset\tracks\0.wav,..\dataset\masks\0.npy
..\dataset\tracks\8.wav,..\dataset\masks\8.npy
..\dataset\tracks\80.wav,..\dataset\masks\80.npy
..\dataset\tracks\800.wav,..\dataset\masks\800.npy
..\dataset\tracks\8000.wav,..\dataset\masks\8000.npy
..\dataset\tracks\8001.wav,..\dataset\masks\8001.npy
..\dataset\tracks\8002.wav,..\dataset\masks\8002.npy
..\dataset\tracks\8003.wav,..\dataset\masks\8003.npy
..\dataset\tracks\8004.wav,..\dataset\masks\8004.npy
..\dataset\tracks\8005.wav,..\dataset\masks\8005.npy
..\dataset\tracks\8006.wav,..\dataset\masks\8006.npy
..\dataset\tracks\8007.wav,..\dataset\masks\8007.npy
..\dataset\tracks\8008.wav,..\dataset\masks\8008.npy
..\dataset\tracks\8009.wav,..\dataset\masks\8009.npy
..\dataset\tracks\801.wav,..\dataset\masks\801.npy
..\dataset\tracks\8010.wav,..\dataset\masks\8010.npy
..\dataset\tracks\8011.wav,..\dataset\masks\8011.npy
..\dataset\tracks\8012.wav,..\dataset\masks\8012.npy
..\dataset\tracks\8013.wav,..\dataset\masks\8013.npy
..\dataset\tracks\8014.wav,..\dataset\masks\8014.npy
..\dataset\tracks\8015.wav,..\dataset\masks\8015.npy
..\dataset\tracks\8016.wav,..\dataset\masks\8016.npy
..\dataset\tracks\8017.wav,..\dataset\masks\8017.npy
..\dataset\tracks\8018.wav,..\dataset\masks\8018.npy
..\dataset\tracks\8019.wav,..\dataset\masks\8019.npy
..\dataset\tracks\802.wav,..\dataset\masks\802.npy
..\dataset\tracks\8020.wav,..\dataset\masks\8020.npy
..\dataset\tracks\8021.wav,..\dataset\masks\8021.npy
..\dataset\tracks\8022.wav,..\dataset\masks\8022.npy
..\dataset\tracks\8023.wav,..\dataset\masks\8023.npy
..\dataset\tracks\8024.wav,..\dataset\masks\8024.npy
..\dataset\tracks\8025.wav,..\dataset\masks\8025.npy
..\dataset\tracks\8026.wav,..\dataset\masks\8026.npy
..\dataset\tracks\8027.wav,..\dataset\masks\8027.npy
..\dataset\tracks\8028.wav,..\dataset\masks\8028.npy
..\dataset\tracks\8029.wav,..\dataset\masks\8029.npy
..\dataset\tracks\803.wav,..\dataset\masks\803.npy
..\dataset\tracks\8030.wav,..\dataset\masks\8030.npy
..\dataset\tracks\8031.wav,..\dataset\masks\8031.npy
..\dataset\tracks\8032.wav,..\dataset\masks\8032.npy
..\dataset\tracks\8033.wav,..\dataset\masks\8033.npy
..\dataset\tracks\8034.wav,..\dataset\masks\8034.npy
..\dataset\tracks\8035.wav,..\dataset\masks\8035.npy
..\dataset\tracks\8036.wav,..\dataset\masks\8036.npy
..\dataset\tracks\8037.wav,..\dataset\masks\8037.npy
..\dataset\tracks\8038.wav,..\dataset\masks\8038.npy
..\dataset\tracks\8039.wav,..\dataset\masks\8039.npy
..\dataset\tracks\804.wav,..\dataset\masks\804.npy
..\dataset\tracks\8040.wav,..\dataset\masks\8040.npy
..\dataset\tracks\8041.wav,..\dataset\masks\8041.npy
..\dataset\tracks\8042.wav,..\dataset\masks\8042.npy
..\dataset\tracks\8043.wav,..\dataset\masks\8043.npy
..\dataset\tracks\8044.wav,..\dataset\masks\8044.npy
..\dataset\tracks\8045.wav,..\dataset\masks\8045.npy
..\dataset\tracks\8046.wav,..\dataset\masks\8046.npy
..\dataset\tracks\8047.wav,..\dataset\masks\8047.npy
..\dataset\tracks\8048.wav,..\dataset\masks\8048.npy
..\dataset\tracks\8049.wav,..\dataset\masks\8049.npy
..\dataset\tracks\805.wav,..\dataset\masks\805.npy
..\dataset\tracks\8050.wav,..\dataset\masks\8050.npy
..\dataset\tracks\8051.wav,..\dataset\masks\8051.npy
..\dataset\tracks\8052.wav,..\dataset\masks\8052.npy
..\dataset\tracks\8053.wav,..\dataset\masks\8053.npy
..\dataset\tracks\8054.wav,..\dataset\masks\8054.npy
..\dataset\tracks\8055.wav,..\dataset\masks\8055.npy
..\dataset\tracks\8056.wav,..\dataset\masks\8056.npy
..\dataset\tracks\8057.wav,..\dataset\masks\8057.npy
..\dataset\tracks\8058.wav,..\dataset\masks\8058.npy
..\dataset\tracks\8059.wav,..\dataset\masks\8059.npy
..\dataset\tracks\806.wav,..\dataset\masks\806.npy
..\dataset\tracks\8060.wav,..\dataset\masks\8060.npy
..\dataset\tracks\8061.wav,..\dataset\masks\8061.npy
..\dataset\tracks\8062.wav,..\dataset\masks\8062.npy
..\dataset\tracks\8063.wav,..\dataset\masks\8063.npy
..\dataset\tracks\8064.wav,..\dataset\masks\8064.npy
..\dataset\tracks\8065.wav,..\dataset\masks\8065.npy
..\dataset\tracks\8066.wav,..\dataset\masks\8066.npy
..\dataset\tracks\8067.wav,..\dataset\masks\8067.npy
..\dataset\tracks\8068.wav,..\dataset\masks\8068.npy
..\dataset\tracks\8069.wav,..\dataset\masks\8069.npy
..\dataset\tracks\807.wav,..\dataset\masks\807.npy
..\dataset\tracks\8070.wav,..\dataset\masks\8070.npy
..\dataset\tracks\8071.wav,..\dataset\masks\8071.npy
..\dataset\tracks\8072.wav,..\dataset\masks\8072.npy
..\dataset\tracks\8073.wav,..\dataset\masks\8073.npy
..\dataset\tracks\8074.wav,..\dataset\masks\8074.npy
..\dataset\tracks\8075.wav,..\dataset\masks\8075.npy
..\dataset\tracks\8076.wav,..\dataset\masks\8076.npy
..\dataset\tracks\8077.wav,..\dataset\masks\8077.npy
..\dataset\tracks\8078.wav,..\dataset\masks\8078.npy
..\dataset\tracks\8079.wav,..\dataset\masks\8079.npy
..\dataset\tracks\808.wav,..\dataset\masks\808.npy
..\dataset\tracks\8080.wav,..\dataset\masks\8080.npy
..\dataset\tracks\8081.wav,..\dataset\masks\8081.npy
..\dataset\tracks\8082.wav,..\dataset\masks\8082.npy
..\dataset\tracks\8083.wav,..\dataset\masks\8083.npy
..\dataset\tracks\8084.wav,..\dataset\masks\8084.npy
..\dataset\tracks\8085.wav,..\dataset\masks\8085.npy
..\dataset\tracks\8086.wav,..\dataset\masks\8086.npy
..\dataset\tracks\8087.wav,..\dataset\masks\8087.npy
..\dataset\tracks\8088.wav,..\dataset\masks\8088.npy
..\dataset\tracks\8089.wav,..\dataset\masks\8089.npy
..\dataset\tracks\809.wav,..\dataset\masks\809.npy
..\dataset\tracks\8090.wav,..\dataset\masks\8090.npy
..\dataset\tracks\8091.wav,..\dataset\masks\8091.npy
..\dataset\tracks\8092.wav,..\dataset\masks\8092.npy
..\dataset\tracks\8093.wav,..\dataset\masks\8093.npy
..\dataset\tracks\8094.wav,..\dataset\masks\8094.npy
..\dataset\tracks\8095.wav,..\dataset\masks\8095.npy
..\dataset\tracks\8096.wav,..\dataset\masks\8096.npy
..\dataset\tracks\8097.wav,..\dataset\masks\8097.npy
..\dataset\tracks\8098.wav,..\dataset\masks\8098.npy
..\dataset\tracks\8099.wav,..\dataset\masks\8099.npy
..\dataset\tracks\81.wav,..\dataset\masks\81.npy
..\dataset\tracks\810.wav,..\dataset\masks\810.npy
..\dataset\tracks\8100.wav,..\dataset\masks\8100.npy
..\dataset\tracks\8101.wav,..\dataset\masks\8101.npy
..\dataset\tracks\8102.wav,..\dataset\masks\8102.npy
..\dataset\tracks\8103.wav,..\dataset\masks\8103.npy
..\dataset\tracks\8104.wav,..\dataset\masks\8104.npy
..\dataset\tracks\8105.wav,..\dataset\masks\8105.npy
..\dataset\tracks\8106.wav,..\dataset\masks\8106.npy
..\dataset\tracks\8107.wav,..\dataset\masks\8107.npy
..\dataset\tracks\8108.wav,..\dataset\masks\8108.npy
..\dataset\tracks\8109.wav,..\dataset\masks\8109.npy
..\dataset\tracks\811.wav,..\dataset\masks\811.npy
..\dataset\tracks\8110.wav,..\dataset\masks\8110.npy
..\dataset\tracks\8111.wav,..\dataset\masks\8111.npy
..\dataset\tracks\8112.wav,..\dataset\masks\8112.npy
..\dataset\tracks\8113.wav,..\dataset\masks\8113.npy
..\dataset\tracks\8114.wav,..\dataset\masks\8114.npy
..\dataset\tracks\8115.wav,..\dataset\masks\8115.npy
..\dataset\tracks\8116.wav,..\dataset\masks\8116.npy
..\dataset\tracks\8117.wav,..\dataset\masks\8117.npy
..\dataset\tracks\8118.wav,..\dataset\masks\8118.npy
..\dataset\tracks\8119.wav,..\dataset\masks\8119.npy
..\dataset\tracks\812.wav,..\dataset\masks\812.npy
..\dataset\tracks\8120.wav,..\dataset\masks\8120.npy
..\dataset\tracks\8121.wav,..\dataset\masks\8121.npy
..\dataset\tracks\8122.wav,..\dataset\masks\8122.npy
..\dataset\tracks\8123.wav,..\dataset\masks\8123.npy
..\dataset\tracks\8124.wav,..\dataset\masks\8124.npy
..\dataset\tracks\8125.wav,..\dataset\masks\8125.npy
..\dataset\tracks\8126.wav,..\dataset\masks\8126.npy
..\dataset\tracks\8127.wav,..\dataset\masks\8127.npy
..\dataset\tracks\8128.wav,..\dataset\masks\8128.npy
..\dataset\tracks\8129.wav,..\dataset\masks\8129.npy
..\dataset\tracks\813.wav,..\dataset\masks\813.npy
..\dataset\tracks\8130.wav,..\dataset\masks\8130.npy
..\dataset\tracks\8131.wav,..\dataset\masks\8131.npy
..\dataset\tracks\8132.wav,..\dataset\masks\8132.npy
..\dataset\tracks\8133.wav,..\dataset\masks\8133.npy
..\dataset\tracks\8134.wav,..\dataset\masks\8134.npy
..\dataset\tracks\8135.wav,..\dataset\masks\8135.npy
..\dataset\tracks\8136.wav,..\dataset\masks\8136.npy
..\dataset\tracks\8137.wav,..\dataset\masks\8137.npy
..\dataset\tracks\8138.wav,..\dataset\masks\8138.npy
..\dataset\tracks\8139.wav,..\dataset\masks\8139.npy
..\dataset\tracks\814.wav,..\dataset\masks\814.npy
..\dataset\tracks\8140.wav,..\dataset\masks\8140.npy
..\dataset\tracks\8141.wav,..\dataset\masks\8141.npy
..\dataset\tracks\8142.wav,..\dataset\masks\8142.npy
..\dataset\tracks\8143.wav,..\dataset\masks\8143.npy
..\dataset\tracks\8144.wav,..\dataset\masks\8144.npy
..\dataset\tracks\8145.wav,..\dataset\masks\8145.npy
..\dataset\tracks\8146.wav,..\dataset\masks\8146.npy
..\dataset\tracks\8147.wav,..\dataset\masks\8147.npy
..\dataset\tracks\8148.wav,..\dataset\masks\8148.npy
..\dataset\tracks\8149.wav,..\dataset\masks\8149.npy
..\dataset\tracks\815.wav,..\dataset\masks\815.npy
..\dataset\tracks\8150.wav,..\dataset\masks\8150.npy
..\dataset\tracks\8151.wav,..\dataset\masks\8151.npy
..\dataset\tracks\8152.wav,..\dataset\masks\8152.npy
..\dataset\tracks\8153.wav,..\dataset\masks\8153.npy
..\dataset\tracks\8154.wav,..\dataset\masks\8154.npy
..\dataset\tracks\8155.wav,..\dataset\masks\8155.npy
..\dataset\tracks\8156.wav,..\dataset\masks\8156.npy
..\dataset\tracks\8157.wav,..\dataset\masks\8157.npy
..\dataset\tracks\8158.wav,..\dataset\masks\8158.npy
..\dataset\tracks\8159.wav,..\dataset\masks\8159.npy
..\dataset\tracks\816.wav,..\dataset\masks\816.npy
..\dataset\tracks\8160.wav,..\dataset\masks\8160.npy
..\dataset\tracks\8161.wav,..\dataset\masks\8161.npy
..\dataset\tracks\8162.wav,..\dataset\masks\8162.npy
..\dataset\tracks\8163.wav,..\dataset\masks\8163.npy
..\dataset\tracks\8164.wav,..\dataset\masks\8164.npy
..\dataset\tracks\8165.wav,..\dataset\masks\8165.npy
..\dataset\tracks\8166.wav,..\dataset\masks\8166.npy
..\dataset\tracks\8167.wav,..\dataset\masks\8167.npy
..\dataset\tracks\8168.wav,..\dataset\masks\8168.npy
..\dataset\tracks\8169.wav,..\dataset\masks\8169.npy
..\dataset\tracks\817.wav,..\dataset\masks\817.npy
..\dataset\tracks\8170.wav,..\dataset\masks\8170.npy
..\dataset\tracks\8171.wav,..\dataset\masks\8171.npy
..\dataset\tracks\8172.wav,..\dataset\masks\8172.npy
..\dataset\tracks\8173.wav,..\dataset\masks\8173.npy
..\dataset\tracks\8174.wav,..\dataset\masks\8174.npy
..\dataset\tracks\8175.wav,..\dataset\masks\8175.npy
..\dataset\tracks\8176.wav,..\dataset\masks\8176.npy
..\dataset\tracks\8177.wav,..\dataset\masks\8177.npy
..\dataset\tracks\8178.wav,..\dataset\masks\8178.npy
..\dataset\tracks\8179.wav,..\dataset\masks\8179.npy
..\dataset\tracks\818.wav,..\dataset\masks\818.npy
..\dataset\tracks\8180.wav,..\dataset\masks\8180.npy
..\dataset\tracks\8181.wav,..\dataset\masks\8181.npy
..\dataset\tracks\8182.wav,..\dataset\masks\8182.npy
..\dataset\tracks\8183.wav,..\dataset\masks\8183.npy
..\dataset\tracks\8184.wav,..\dataset\masks\8184.npy
..\dataset\tracks\8185.wav,..\dataset\masks\8185.npy
..\dataset\tracks\8186.wav,..\dataset\masks\8186.npy
..\dataset\tracks\8187.wav,..\dataset\masks\8187.npy
..\dataset\tracks\8188.wav,..\dataset\masks\8188.npy
..\dataset\tracks\8189.wav,..\dataset\masks\8189.npy
..\dataset\tracks\819.wav,..\dataset\masks\819.npy
..\dataset\tracks\8190.wav,..\dataset\masks\8190.npy
..\dataset\tracks\8191.wav,..\dataset\masks\8191.npy
..\dataset\tracks\8192.wav,..\dataset\masks\8192.npy
..\dataset\tracks\8193.wav,..\dataset\masks\8193.npy
..\dataset\tracks\8194.wav,..\dataset\masks\8194.npy
..\dataset\tracks\8195.wav,..\dataset\masks\8195.npy
..\dataset\tracks\8196.wav,..\dataset\masks\8196.npy
..\dataset\tracks\8197.wav,..\dataset\masks\8197.npy
..\dataset\tracks\8198.wav,..\dataset\masks\8198.npy
..\dataset\tracks\8199.wav,..\dataset\masks\8199.npy
..\dataset\tracks\82.wav,..\dataset\masks\82.npy
..\dataset\tracks\820.wav,..\dataset\masks\820.npy
..\dataset\tracks\8200.wav,..\dataset\masks\8200.npy
..\dataset\tracks\8201.wav,..\dataset\masks\8201.npy
..\dataset\tracks\8202.wav,..\dataset\masks\8202.npy
..\dataset\tracks\8203.wav,..\dataset\masks\8203.npy
..\dataset\tracks\8204.wav,..\dataset\masks\8204.npy
..\dataset\tracks\8205.wav,..\dataset\masks\8205.npy
..\dataset\tracks\8206.wav,..\dataset\masks\8206.npy
..\dataset\tracks\8207.wav,..\dataset\masks\8207.npy
..\dataset\tracks\8208.wav,..\dataset\masks\8208.npy
..\dataset\tracks\8209.wav,..\dataset\masks\8209.npy
..\dataset\tracks\821.wav,..\dataset\masks\821.npy
..\dataset\tracks\8210.wav,..\dataset\masks\8210.npy
..\dataset\tracks\8211.wav,..\dataset\masks\8211.npy
..\dataset\tracks\8212.wav,..\dataset\masks\8212.npy
..\dataset\tracks\8213.wav,..\dataset\masks\8213.npy
..\dataset\tracks\8214.wav,..\dataset\masks\8214.npy
..\dataset\tracks\8215.wav,..\dataset\masks\8215.npy
..\dataset\tracks\8216.wav,..\dataset\masks\8216.npy
..\dataset\tracks\8217.wav,..\dataset\masks\8217.npy
..\dataset\tracks\8218.wav,..\dataset\masks\8218.npy
..\dataset\tracks\8219.wav,..\dataset\masks\8219.npy
..\dataset\tracks\822.wav,..\dataset\masks\822.npy
..\dataset\tracks\8220.wav,..\dataset\masks\8220.npy
..\dataset\tracks\8221.wav,..\dataset\masks\8221.npy
..\dataset\tracks\8222.wav,..\dataset\masks\8222.npy
..\dataset\tracks\8223.wav,..\dataset\masks\8223.npy
..\dataset\tracks\8224.wav,..\dataset\masks\8224.npy
..\dataset\tracks\8225.wav,..\dataset\masks\8225.npy
..\dataset\tracks\8226.wav,..\dataset\masks\8226.npy
..\dataset\tracks\8227.wav,..\dataset\masks\8227.npy
..\dataset\tracks\8228.wav,..\dataset\masks\8228.npy
..\dataset\tracks\8229.wav,..\dataset\masks\8229.npy
..\dataset\tracks\823.wav,..\dataset\masks\823.npy
..\dataset\tracks\8230.wav,..\dataset\masks\8230.npy
..\dataset\tracks\8231.wav,..\dataset\masks\8231.npy
..\dataset\tracks\8232.wav,..\dataset\masks\8232.npy
..\dataset\tracks\8233.wav,..\dataset\masks\8233.npy
..\dataset\tracks\8234.wav,..\dataset\masks\8234.npy
..\dataset\tracks\8235.wav,..\dataset\masks\8235.npy
..\dataset\tracks\8236.wav,..\dataset\masks\8236.npy
..\dataset\tracks\8237.wav,..\dataset\masks\8237.npy
..\dataset\tracks\8238.wav,..\dataset\masks\8238.npy
..\dataset\tracks\8239.wav,..\dataset\masks\8239.npy
..\dataset\tracks\824.wav,..\dataset\masks\824.npy
..\dataset\tracks\8240.wav,..\dataset\masks\8240.npy
..\dataset\tracks\8241.wav,..\dataset\masks\8241.npy
..\dataset\tracks\8242.wav,..\dataset\masks\8242.npy
..\dataset\tracks\8243.wav,..\dataset\masks\8243.npy
..\dataset\tracks\8244.wav,..\dataset\masks\8244.npy
..\dataset\tracks\8245.wav,..\dataset\masks\8245.npy
..\dataset\tracks\8246.wav,..\dataset\masks\8246.npy
..\dataset\tracks\8247.wav,..\dataset\masks\8247.npy
..\dataset\tracks\8248.wav,..\dataset\masks\8248.npy
..\dataset\tracks\8249.wav,..\dataset\masks\8249.npy
..\dataset\tracks\825.wav,..\dataset\masks\825.npy
..\dataset\tracks\8250.wav,..\dataset\masks\8250.npy
..\dataset\tracks\8251.wav,..\dataset\masks\8251.npy
..\dataset\tracks\8252.wav,..\dataset\masks\8252.npy
..\dataset\tracks\8253.wav,..\dataset\masks\8253.npy
..\dataset\tracks\8254.wav,..\dataset\masks\8254.npy
..\dataset\tracks\8255.wav,..\dataset\masks\8255.npy
..\dataset\tracks\8256.wav,..\dataset\masks\8256.npy
..\dataset\tracks\8257.wav,..\dataset\masks\8257.npy
..\dataset\tracks\8258.wav,..\dataset\masks\8258.npy
..\dataset\tracks\8259.wav,..\dataset\masks\8259.npy
..\dataset\tracks\826.wav,..\dataset\masks\826.npy
..\dataset\tracks\8260.wav,..\dataset\masks\8260.npy
..\dataset\tracks\8261.wav,..\dataset\masks\8261.npy
..\dataset\tracks\8262.wav,..\dataset\masks\8262.npy
..\dataset\tracks\8263.wav,..\dataset\masks\8263.npy
..\dataset\tracks\8264.wav,..\dataset\masks\8264.npy
..\dataset\tracks\8265.wav,..\dataset\masks\8265.npy
..\dataset\tracks\8266.wav,..\dataset\masks\8266.npy
..\dataset\tracks\8267.wav,..\dataset\masks\8267.npy
..\dataset\tracks\8268.wav,..\dataset\masks\8268.npy
..\dataset\tracks\8269.wav,..\dataset\masks\8269.npy
..\dataset\tracks\827.wav,..\dataset\masks\827.npy
..\dataset\tracks\8270.wav,..\dataset\masks\8270.npy
..\dataset\tracks\8271.wav,..\dataset\masks\8271.npy
..\dataset\tracks\8272.wav,..\dataset\masks\8272.npy
..\dataset\tracks\8273.wav,..\dataset\masks\8273.npy
..\dataset\tracks\8274.wav,..\dataset\masks\8274.npy
..\dataset\tracks\8275.wav,..\dataset\masks\8275.npy
..\dataset\tracks\8276.wav,..\dataset\masks\8276.npy
..\dataset\tracks\8277.wav,..\dataset\masks\8277.npy
..\dataset\tracks\8278.wav,..\dataset\masks\8278.npy
..\dataset\tracks\8279.wav,..\dataset\masks\8279.npy
..\dataset\tracks\828.wav,..\dataset\masks\828.npy
..\dataset\tracks\8280.wav,..\dataset\masks\8280.npy
..\dataset\tracks\8281.wav,..\dataset\masks\8281.npy
..\dataset\tracks\8282.wav,..\dataset\masks\8282.npy
..\dataset\tracks\8283.wav,..\dataset\masks\8283.npy
..\dataset\tracks\8284.wav,..\dataset\masks\8284.npy
..\dataset\tracks\8285.wav,..\dataset\masks\8285.npy
..\dataset\tracks\8286.wav,..\dataset\masks\8286.npy
..\dataset\tracks\8287.wav,..\dataset\masks\8287.npy
..\dataset\tracks\8288.wav,..\dataset\masks\8288.npy
..\dataset\tracks\8289.wav,..\dataset\masks\8289.npy
..\dataset\tracks\829.wav,..\dataset\masks\829.npy
..\dataset\tracks\8290.wav,..\dataset\masks\8290.npy
..\dataset\tracks\8291.wav,..\dataset\masks\8291.npy
..\dataset\tracks\8292.wav,..\dataset\masks\8292.npy
..\dataset\tracks\8293.wav,..\dataset\masks\8293.npy
..\dataset\tracks\8294.wav,..\dataset\masks\8294.npy
..\dataset\tracks\8295.wav,..\dataset\masks\8295.npy
..\dataset\tracks\8296.wav,..\dataset\masks\8296.npy
..\dataset\tracks\8297.wav,..\dataset\masks\8297.npy
..\dataset\tracks\8298.wav,..\dataset\masks\8298.npy
..\dataset\tracks\8299.wav,..\dataset\masks\8299.npy
..\dataset\tracks\83.wav,..\dataset\masks\83.npy
..\dataset\tracks\830.wav,..\dataset\masks\830.npy
..\dataset\tracks\8300.wav,..\dataset\masks\8300.npy
..\dataset\tracks\8301.wav,..\dataset\masks\8301.npy
..\dataset\tracks\8302.wav,..\dataset\masks\8302.npy
..\dataset\tracks\8303.wav,..\dataset\masks\8303.npy
..\dataset\tracks\8304.wav,..\dataset\masks\8304.npy
..\dataset\tracks\8305.wav,..\dataset\masks\8305.npy
..\dataset\tracks\8306.wav,..\dataset\masks\8306.npy
..\dataset\tracks\8307.wav,..\dataset\masks\8307.npy
..\dataset\tracks\8308.wav,..\dataset\masks\8308.npy
..\dataset\tracks\8309.wav,..\dataset\masks\8309.npy
..\dataset\tracks\831.wav,..\dataset\masks\831.npy
..\dataset\tracks\8310.wav,..\dataset\masks\8310.npy
..\dataset\tracks\8311.wav,..\dataset\masks\8311.npy
..\dataset\tracks\8312.wav,..\dataset\masks\8312.npy
..\dataset\tracks\8313.wav,..\dataset\masks\8313.npy
..\dataset\tracks\8314.wav,..\dataset\masks\8314.npy
..\dataset\tracks\8315.wav,..\dataset\masks\8315.npy
..\dataset\tracks\8316.wav,..\dataset\masks\8316.npy
..\dataset\tracks\8317.wav,..\dataset\masks\8317.npy
..\dataset\tracks\8318.wav,..\dataset\masks\8318.npy
..\dataset\tracks\8319.wav,..\dataset\masks\8319.npy
..\dataset\tracks\832.wav,..\dataset\masks\832.npy
..\dataset\tracks\8320.wav,..\dataset\masks\8320.npy
..\dataset\tracks\8321.wav,..\dataset\masks\8321.npy
..\dataset\tracks\8322.wav,..\dataset\masks\8322.npy
..\dataset\tracks\8323.wav,..\dataset\masks\8323.npy
..\dataset\tracks\8324.wav,..\dataset\masks\8324.npy
..\dataset\tracks\8325.wav,..\dataset\masks\8325.npy
..\dataset\tracks\8326.wav,..\dataset\masks\8326.npy
..\dataset\tracks\8327.wav,..\dataset\masks\8327.npy
..\dataset\tracks\8328.wav,..\dataset\masks\8328.npy
..\dataset\tracks\8329.wav,..\dataset\masks\8329.npy
..\dataset\tracks\833.wav,..\dataset\masks\833.npy
..\dataset\tracks\8330.wav,..\dataset\masks\8330.npy
..\dataset\tracks\8331.wav,..\dataset\masks\8331.npy
..\dataset\tracks\8332.wav,..\dataset\masks\8332.npy
..\dataset\tracks\8333.wav,..\dataset\masks\8333.npy
..\dataset\tracks\8334.wav,..\dataset\masks\8334.npy
..\dataset\tracks\8335.wav,..\dataset\masks\8335.npy
..\dataset\tracks\8336.wav,..\dataset\masks\8336.npy
..\dataset\tracks\8337.wav,..\dataset\masks\8337.npy
..\dataset\tracks\8338.wav,..\dataset\masks\8338.npy
..\dataset\tracks\8339.wav,..\dataset\masks\8339.npy
..\dataset\tracks\834.wav,..\dataset\masks\834.npy
..\dataset\tracks\8340.wav,..\dataset\masks\8340.npy
..\dataset\tracks\8341.wav,..\dataset\masks\8341.npy
..\dataset\tracks\8342.wav,..\dataset\masks\8342.npy
..\dataset\tracks\8343.wav,..\dataset\masks\8343.npy
..\dataset\tracks\8344.wav,..\dataset\masks\8344.npy
..\dataset\tracks\8345.wav,..\dataset\masks\8345.npy
..\dataset\tracks\8346.wav,..\dataset\masks\8346.npy
..\dataset\tracks\8347.wav,..\dataset\masks\8347.npy
..\dataset\tracks\8348.wav,..\dataset\masks\8348.npy
..\dataset\tracks\8349.wav,..\dataset\masks\8349.npy
..\dataset\tracks\835.wav,..\dataset\masks\835.npy
..\dataset\tracks\8350.wav,..\dataset\masks\8350.npy
..\dataset\tracks\8351.wav,..\dataset\masks\8351.npy
..\dataset\tracks\8352.wav,..\dataset\masks\8352.npy
..\dataset\tracks\8353.wav,..\dataset\masks\8353.npy
..\dataset\tracks\8354.wav,..\dataset\masks\8354.npy
..\dataset\tracks\8355.wav,..\dataset\masks\8355.npy
..\dataset\tracks\8356.wav,..\dataset\masks\8356.npy
..\dataset\tracks\8357.wav,..\dataset\masks\8357.npy
..\dataset\tracks\8358.wav,..\dataset\masks\8358.npy
..\dataset\tracks\8359.wav,..\dataset\masks\8359.npy
..\dataset\tracks\836.wav,..\dataset\masks\836.npy
..\dataset\tracks\8360.wav,..\dataset\masks\8360.npy
..\dataset\tracks\8361.wav,..\dataset\masks\8361.npy
..\dataset\tracks\8362.wav,..\dataset\masks\8362.npy
..\dataset\tracks\8363.wav,..\dataset\masks\8363.npy
..\dataset\tracks\8364.wav,..\dataset\masks\8364.npy
..\dataset\tracks\8365.wav,..\dataset\masks\8365.npy
..\dataset\tracks\8366.wav,..\dataset\masks\8366.npy
..\dataset\tracks\8367.wav,..\dataset\masks\8367.npy
..\dataset\tracks\8368.wav,..\dataset\masks\8368.npy
..\dataset\tracks\8369.wav,..\dataset\masks\8369.npy
..\dataset\tracks\837.wav,..\dataset\masks\837.npy
..\dataset\tracks\8370.wav,..\dataset\masks\8370.npy
..\dataset\tracks\8371.wav,..\dataset\masks\8371.npy
..\dataset\tracks\8372.wav,..\dataset\masks\8372.npy
..\dataset\tracks\8373.wav,..\dataset\masks\8373.npy
..\dataset\tracks\8374.wav,..\dataset\masks\8374.npy
..\dataset\tracks\8375.wav,..\dataset\masks\8375.npy
..\dataset\tracks\8376.wav,..\dataset\masks\8376.npy
..\dataset\tracks\8377.wav,..\dataset\masks\8377.npy
..\dataset\tracks\8378.wav,..\dataset\masks\8378.npy
..\dataset\tracks\8379.wav,..\dataset\masks\8379.npy
..\dataset\tracks\838.wav,..\dataset\masks\838.npy
..\dataset\tracks\8380.wav,..\dataset\masks\8380.npy
..\dataset\tracks\8381.wav,..\dataset\masks\8381.npy
..\dataset\tracks\8382.wav,..\dataset\masks\8382.npy
..\dataset\tracks\8383.wav,..\dataset\masks\8383.npy
..\dataset\tracks\8384.wav,..\dataset\masks\8384.npy
..\dataset\tracks\8385.wav,..\dataset\masks\8385.npy
..\dataset\tracks\8386.wav,..\dataset\masks\8386.npy
..\dataset\tracks\8387.wav,..\dataset\masks\8387.npy
..\dataset\tracks\8388.wav,..\dataset\masks\8388.npy
..\dataset\tracks\8389.wav,..\dataset\masks\8389.npy
..\dataset\tracks\839.wav,..\dataset\masks\839.npy
..\dataset\tracks\8390.wav,..\dataset\masks\8390.npy
..\dataset\tracks\8391.wav,..\dataset\masks\8391.npy
..\dataset\tracks\8392.wav,..\dataset\masks\8392.npy
..\dataset\tracks\8393.wav,..\dataset\masks\8393.npy
..\dataset\tracks\8394.wav,..\dataset\masks\8394.npy
..\dataset\tracks\8395.wav,..\dataset\masks\8395.npy
..\dataset\tracks\8396.wav,..\dataset\masks\8396.npy
..\dataset\tracks\8397.wav,..\dataset\masks\8397.npy
..\dataset\tracks\8398.wav,..\dataset\masks\8398.npy
..\dataset\tracks\8399.wav,..\dataset\masks\8399.npy
..\dataset\tracks\84.wav,..\dataset\masks\84.npy
..\dataset\tracks\840.wav,..\dataset\masks\840.npy
..\dataset\tracks\8400.wav,..\dataset\masks\8400.npy
..\dataset\tracks\8401.wav,..\dataset\masks\8401.npy
..\dataset\tracks\8402.wav,..\dataset\masks\8402.npy
..\dataset\tracks\8403.wav,..\dataset\masks\8403.npy
..\dataset\tracks\8404.wav,..\dataset\masks\8404.npy
..\dataset\tracks\8405.wav,..\dataset\masks\8405.npy
